id,name,zip,region,city,address,phone,mobile_phone,fax,email,web_site,category,sub_category,work_time,vkontakte,odnoklassniki,twitter,facebook,youtube,instagram,foursquare,livejournal,coordinates,city_coordinates
221750621650,Электротехника,143007,Москва и Московская область,Одинцово,"Советская ул., 5, Одинцово, Россия",,"+7 (903) 612-00-33, +7 (901) 519-59-63",,et5a@yandex.ru,http://magazet.ru/,Компьютеры,"Компьютерный ремонт и услуги, Магазин бытовой техники, Магазин электроники, Ремонт аудиотехники и видеотехники, Ремонт телефонов","ежедневно, 10:00–21:00",,,,,,,,,37.278288 55.672438,37.263663 55.679138
140614544387,Компьютеры комплектующие,141730,Москва и Московская область,Лобня,"Кольцевая ул., 1, Лобня, Россия",,+7 (926) 111-97-00,,,,Мобильная связь,Ремонт телефонов,"ежедневно, 10:00–20:00",,,,,,,,,37.480967 56.005024,37.47492 56.01242
1399799348,Ремонт сотовых телефонов,142180,Москва и Московская область,Подольск,"Ихтиманская ул., 7, микрорайон Климовск, Подольск, Россия",,+7 (926) 499-00-40,,,,Компьютеры,"Комиссионный магазин, Компьютерный ремонт и услуги, Ремонт телефонов, Салон связи, Товары для мобильных телефонов","ежедневно, 11:00–19:00",,,,,,,,,37.525743 55.35864,37.544997 55.431136
81115066639,Результат,117042,Москва и Московская область,Москва,"Южнобутовская ул., 66, Москва, Россия",,+7 (968) 689-73-01,,servisrezultat@yandex.ru,http://servis-rezultat.ru/,Бытовые услуги,"Ремонт аудиотехники и видеотехники, Ремонт бытовой техники, Ремонт телефонов","пн-пт 10:00–20:00; сб,вс 10:00–19:00",https://vk.com/servisrezultat,,,,,https://www.instagram.com/servisrezultat,,,37.525381 55.535761,37.617698 55.755864
1808730751,Applepro,109548,Москва и Московская область,Москва,"Шоссейная ул., 2, корп. 3",,+7 (926) 075-44-41,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 10:00–21:00",,,,,,https://www.instagram.com/applepro_moscow/,,,37.727539 55.692492,37.617698 55.755864
102121926810,РокетРемонт,125459,Москва и Московская область,Москва,"бул. Яна Райниса, 23",,+7 (965) 249-92-18,,,"http://рокетремонт.рф/, https://t.me/RocketDude",Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов","пн-пт 10:00–21:00; сб,вс 11:00–21:00",https://vk.com/rocketremont,,,,,,,,37.427049 55.848493,37.617698 55.755864
1007423310,Искра,119311,Москва и Московская область,Москва,"Ломоносовский просп., 23, Москва, Россия","+7 (495) 720-17-41, +7 (499) 651-25-21",,,iskraservice@mail.ru,http://www.iskraservice.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов",пн-пт 10:00–20:00; сб 11:00–17:00,,,,,,,,,37.53632 55.691516,37.617698 55.755864
237667323839,Сервисный центр,105120,Москва и Московская область,Москва,"ул. Золоторожский Вал, 42, Москва, Россия",,+7 (903) 002-50-57,,,,Мобильная связь,"Комиссионный магазин, Ремонт телефонов, Скупка золота и ювелирных изделий","ежедневно, 10:00–21:00",,,,,,,,,37.681295 55.747515,37.617698 55.755864
201299773867,APS-Service,127220,Москва и Московская область,Москва,"1-я Квесисская ул., 18, Москва, Россия",,,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт бытовой техники, Ремонт телефонов","ежедневно, 09:00–21:00",,,,,,,,,37.578891 55.793865,37.617698 55.755864
118193697268,РМТ,108850,Москва и Московская область,Москва,"Россия, Москва, поселение Внуковское, улица Самуила Маршака, 20",+7 (499) 343-13-23,+7 (925) 931-31-32,,,http://www.mt-repair.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ноутбуки и планшеты, Ремонт телефонов","пн-пт 11:00–20:00; сб,вс 11:00–18:00",https://vk.com/club80715822,https://ok.ru/group52600074010809,,,,https://www.instagram.com/rmtrepair,,,37.324645 55.636027,37.617698 55.755864
129998843667,Ремонт телефонов,142701,Москва и Московская область,Видное,"Берёзовая ул., 9, Видное, Россия",,+7 (916) 330-59-65,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов, Товары для мобильных телефонов","ежедневно, 09:00–21:00",,,,,,,,,37.722262 55.54199,37.70876 55.557037
79835406062,Мегабит,140090,Москва и Московская область,Дзержинский,"Лесная ул., 21, Дзержинский, Россия",,+7 (985) 614-35-87,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт аудиотехники и видеотехники, Ремонт телефонов",пн-пт 10:00–20:00,,,,,,,,,37.866627 55.630209,37.849616 55.630944
35890069417,Айфон-Мастер 24,111675,Москва и Московская область,Москва,"ул. Руднёвка, 23, Москва, Россия",,,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 09:00–20:00",https://vk.com/remont_ayfona_24,,,,,https://www.instagram.com/iphone_master24,,,37.888627 55.716641,37.617698 55.755864
192592106424,Комиссионный магазин,144001,Москва и Московская область,Электросталь,"Октябрьская ул., 28, Электросталь, Россия",,,,,,Бытовые услуги,"Комиссионный магазин, Ремонт бытовой техники, Ремонт телефонов","ежедневно, 09:00–20:00",,,,,,,,,38.461252 55.797887,38.444858 55.78445
1522490186,Ремонт телефонов,127018,Москва и Московская область,Москва,"ул. Сущёвский Вал, 5, стр. 5",,+7 (916) 544-15-15,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов, Салон связи, Товары для мобильных телефонов","ежедневно, 10:00–19:00",,,,,,,,,37.590285 55.793829,37.617698 55.755864
155089861524,Сервисный центр Huawei,107023,Москва и Московская область,Москва,"Медовый пер., 6, Москва, Россия",+7 (499) 381-00-40,,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт аудиотехники и видеотехники, Ремонт телефонов","пн-пт 10:00–21:00; сб,вс 12:00–19:00",,,,,,,,,37.710453 55.783065,37.617698 55.755864
105705740678,Магазин аксессуаров для телефонов,119530,Москва и Московская область,Москва,"пр. Стройкомбината, 4с1, Москва, Россия",,,,,,Мобильная связь,"Комиссионный магазин, Ремонт телефонов, Товары для мобильных телефонов",,,,,,,,,,37.450708 55.684409,37.617698 55.755864
1163718387,Фотолидер,117105,Москва и Московская область,Москва,"Варшавское ш., 32Г",,+7 (926) 610-04-22,,,,Видео- и фотоуслуги,"Ремонт телефонов, Фотоуслуги","пн-пт 07:00–22:00; сб,вс 07:00–21:00",,,,,,,,,37.621597 55.681564,37.617698 55.755864
36303514451,Ремонт цифровой техники,129337,Москва и Московская область,Москва,"Ярославское ш., 18, Москва, Россия",,+7 (968) 865-33-52,,,,Мобильная связь,Ремонт телефонов,пн-пт 09:00–20:00; сб 10:00–15:00,,,,,,,,,37.684614 55.855357,37.617698 55.755864
230272706308,Photo Center,,Санкт-Петербург и Ленинградская область,Тосно,"ул. Боярова, 4А, Тосно, Россия",,+7 (950) 220-03-00,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт бытовой техники, Ремонт телефонов","ежедневно, 10:00–20:00",https://vk.com/public174669799,,,,,,,,30.880695 59.54396,30.875006 59.541179
167598911008,Enterprofi,117042,Москва и Московская область,Москва,"ул. Горчакова, 11, Москва, Россия",+7 (495) 185-09-91,,,,https://enterprofi.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 09:00–20:00",,,,,,,,,37.531666 55.543675,37.617698 55.755864
1233454345,Лаборатория Орбита GSM,192238,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"просп. Славы, 40, корп. 1, Санкт-Петербург, Россия",+7 (812) 748-38-83,,,info@orbita-gsm.ru,https://www.orbita-gsm.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ноутбуки и планшеты, Ремонт телефонов","ежедневно, 11:00–20:00",https://vk.com/orbitagsm,,,,,https://www.instagram.com/orbita.gsm/,,,30.400873 59.862213,30.315644 59.938955
10959103446,"Изготовление ключей, Скупка-Продажа-Ремонт телефонов и ноутбуков",141207,Москва и Московская область,Пушкино,"Вокзальная ул., 1, стр. 2, Пушкино, Россия",,"+7 (930) 555-56-05, +7 (916) 641-36-56",,,,Бытовые услуги,"Комиссионный магазин, Металлоремонт, Ремонт телефонов","ежедневно, 09:00–20:00",https://vk.com/id557575894,,,,,,,,37.840982 56.012853,37.847164 56.011318
242502870245,Ремонт сотовых телефонов и компьютеров,140105,Москва и Московская область,Раменское,"Северное ш., 2, Раменское, Россия",,,,,,Мобильная связь,Ремонт телефонов,,,,,,,,,,38.215079 55.578733,38.225004 55.567586
39919159328,Симкин и Флэшкин,192241,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"Южное ш., 53, корп. 2, Санкт-Петербург, Россия",,"+7 (952) 239-27-77, +7 (981) 745-91-06",,,http://simflashkin.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов, Товары для мобильных телефонов","ежедневно, 11:00–21:00",https://vk.com/simkinflashkin,,,,,https://www.instagram.com/simflashkin/,,,30.407056 59.858381,30.315644 59.938955
13627979551,"Ремонт сотовых, планшетов, ноутбуков!",,Москва и Московская область,Королёв,"Россия, Московская область, Королёв, проспект Космонавтов",,,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов, Салон связи","ежедневно, 11:00–21:00",,,,,,,,,37.868785 55.920237,37.815211 55.918953
195628020512,Сервисный центр РемТех,140074,Москва и Московская область,Люберцы,"Комсомольский просп., 18/1, Люберцы, Россия",,+7 (977) 533-24-10,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт бытовой техники, Ремонт телефонов","ежедневно, 10:00–20:00",,,,,,,,,37.909453 55.691543,37.893328 55.676748
79378251831,Мастерская.Online,198206,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"Петергофское ш., 78, корп. 10",,+7 (952) 261-63-13,,"toxa-yskov@inbox.ru,  masonline1991@gmail.com",http://мастерская-онлайн.рф/,Бытовые услуги,"Ремонт бытовой техники, Ремонт оргтехники, Ремонт телефонов","ежедневно, 11:00–20:00",https://vk.com/masonline,,,,https://www.youtube.com/channel/UCoOx5Dvan42eMKt5CJBdBhA?view_as=subscriber,https://www.instagram.com/masterskaya_online,,,30.11143 59.845365,30.315644 59.938955
133830719961,Newremont24-ремонт телефонов,129344,Москва и Московская область,Москва,"ул. Искры, 9А",+7 (495) 104-96-44,,,,http://newremont24.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 09:00–20:00",,,,,,,,,37.667609 55.862055,37.617698 55.755864
122464776128,K-mobiles,195426,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"Индустриальный просп., 19, Санкт-Петербург, Россия",,"+7 (921) 550-83-82, +7 (999) 155-00-02",,info@kmobilescenter.ru,http://kmobilescenter.ru/,Мобильная связь,"Комиссионный магазин, Ремонт телефонов, Товары для мобильных телефонов","ежедневно, 11:00–21:00",,,,https://www.facebook.com/kmobiles,,,,,30.479402 59.944527,30.315644 59.938955
1723305858,Mobile Clinic,192281,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"Балканская площадь, 5И, Санкт-Петербург, Россия",+7 (812) 998-87-99,,,,http://mobil-clinic.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов, Товары для мобильных телефонов","ежедневно, 10:00–22:00",http://vk.com/mobile_clinic_spb,,,,,https://www.instagram.com/mobile_clinic_spb,,,30.378496 59.829742,30.315644 59.938955
214630832071,Дом Быта,105064,Москва и Московская область,Москва,"ул. Земляной Вал, 32, Москва, Россия",,"+7 (991) 774-82-63, +7 (926) 022-74-84, +7 (929) 929-99-04",,,https://v-vcomp.turbo.site/head,Бытовые услуги,"Металлоремонт, Ремонт обуви, Ремонт телефонов",пн-сб 10:00–20:00,,,,,,https://www.instagram.com/dom_bta1991,,,37.657154 55.757087,37.617698 55.755864
1330672978,СерпМобайл,142214,Москва и Московская область,Серпухов,"ул. Ворошилова, 139, Серпухов, Россия",,+7 (909) 994-41-00,,,,Мобильная связь,"Ремонт телефонов, Салон связи, Товары для мобильных телефонов","ежедневно, 10:00–21:00",,,,,,,,,37.441786 54.924004,37.416601 54.913681
83912973349,Ремонт сотовых,,Москва и Московская область,Кашира,"Стрелецкая ул., 70, микрорайон Кашира-1, Кашира, Россия",,,,,,Мобильная связь,Ремонт телефонов,,,,,,,,,,38.146582 54.825324,38.15154 54.834589
74954644113,Huawei Expert,191025,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"Невский просп., 108, Санкт-Петербург, Россия",+7 (812) 565-75-13,,,rsockanc78@rkn.gov.ru,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт оргтехники, Ремонт телефонов","пн-пт 10:00–20:00; сб,вс 10:00–19:00",,,,,,,,,30.357451 59.931819,30.315644 59.938955
82328828599,"ЛенСервис - ремонт телефонов, планшетов, ноутбуков",197372,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"Стародеревенская ул., 36, Санкт-Петербург, Россия",,+7 (981) 737-13-66,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов, Товары для мобильных телефонов","ежедневно, 11:00–20:00",,,,,,,,,30.247121 60.00779,30.315644 59.938955
150833762313,Технический центр Телефонов,107031,Москва и Московская область,Москва,"ул. Кузнецкий Мост, 3, стр. 2, Москва, Россия",,+7 (915) 375-91-17,,,,Бытовые услуги,"Запчасти и аксессуары для бытовой техники, Ремонт аудиотехники и видеотехники, Ремонт телефонов",пн-сб 11:00–20:00,,,,,,,,,37.616917 55.76169,37.617698 55.755864
211027847583,Ремонт телефонов,192071,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"Бухарестская ул., 33, корп. 1, Санкт-Петербург, Россия",,+7 (968) 180-77-05,,,,Мобильная связь,Ремонт телефонов,"ежедневно, 10:00–20:00",,,,,,https://www.instagram.com/gadget_mobile.spb,,,30.386291 59.864146,30.315644 59.938955
62286192355,Алекс-сервис,142204,Москва и Московская область,Серпухов,"ул. Ворошилова, 143Б, корп. 2, Серпухов, Россия",,+7 (926) 273-85-64,,,http://aleks-servis.pro/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт аудиотехники и видеотехники, Ремонт телефонов","ежедневно, 09:00–19:00",,,,,,,,,37.444638 54.925813,37.416601 54.913681
1294675919,IСломал,105187,Москва и Московская область,Москва,"Измайловское ш., 71, корп. А, Москва, Россия","+7 (499) 166-46-47, +7 (499) 166-45-76",,,"islomalcrew@gmail.com,  islomalminsk@gmail.com",https://www.islomal.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 10:00–22:00",https://vk.com/islomal,,,https://www.facebook.com/islomal,,https://www.instagram.com/islomal,,,37.748941 55.78984,37.617698 55.755864
164846218153,ТехноПорт,140008,Москва и Московская область,Люберцы,"ул. 3-е Почтовое Отделение, 53А, микрорайон Городок Б, Люберцы, Россия",+7 (495) 131-98-76,+7 (985) 101-75-19,,"info@tehnoport24.ru,  l-antys@yandex.ru","http://tehnoport24.ru/, http://dombyta-tp.ru/",Компьютеры,"Компьютерный ремонт и услуги, Металлоремонт, Ремонт телефонов","ежедневно, 10:00–22:00",http://vk.com/dombyta_tp,,,,,,,,37.868474 55.682109,37.893328 55.676748
222664026191,Гиганти-Сервис,192071,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"Бухарестская ул., 32, Санкт-Петербург, Россия",+7 (812) 602-50-30,,,,,Бытовые услуги,"Ремонт аудиотехники и видеотехники, Ремонт телефонов","ежедневно, 10:00–19:00",,,,,,https://www.instagram.com/gigservice.ru,,,30.36972 59.882647,30.315644 59.938955
1403822247,Мастерская по ремонту часов,105568,Москва и Московская область,Москва,"Магнитогорская ул., 2",,+7 (966) 002-43-40,,,,Бытовые услуги,"Металлоремонт, Ремонт телефонов, Ремонт часов","ежедневно, 09:00–20:00",,,,,,,,,37.82071 55.772323,37.617698 55.755864
144330228189,Ремонт телефонов компьютеров,,Москва и Московская область,Люберцы,"49, корп. 2, посёлок Калинина, Люберцы, Россия",,,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов",,,,,,,,,,37.876123 55.689652,37.893328 55.676748
91635856394,Ремонт телефонов,143180,Москва и Московская область,Звенигород,"ул. Некрасова, 1, Звенигород, Россия",,,,,,Мобильная связь,Ремонт телефонов,,,,,,,,,,36.85849 55.729924,36.854463 55.729828
85695022575,Исправнолаб,125047,Москва и Московская область,Москва,"1-я Тверская-Ямская ул., 29, стр. 1, Москва, Россия",+7 (495) 208-72-44,+7 (926) 806-27-42,,info@help-iphone.ru,https://help-iphone24.ru/,Компьютеры,"Компьютерный магазин, Компьютерный ремонт и услуги, Ремонт телефонов","пн-пт 10:00–20:00; сб,вс 11:00–18:00",,,,,,https://www.instagram.com/ispravnolab,,,37.585266 55.776078,37.617698 55.755864
206166038459,Lp Pro сервис,117519,Москва и Московская область,Москва,"Кировоградская ул., 15, Москва, Россия","+7 (495) 104-61-16, +7 (495) 104-31-13",,,help@lppro.ru,http://lppro.ru/,"Запчасти, аксессуары","Автоаксессуары, Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 10:00–20:00",,,,,http://youtube.com/channel/UCyq_U3Wml-nlWQWUa318jKg,,,,37.605123 55.609892,37.617698 55.755864
179841103105,Ремонт телефонов,109390,Москва и Московская область,Москва,"ул. Юных Ленинцев, 10/15к1, Москва, Россия",,+7 (906) 621-29-67,,,,Мобильная связь,"Ремонт телефонов, Товары для мобильных телефонов","ежедневно, 09:00–21:00",,,,,,,,,37.739463 55.698956,37.617698 55.755864
1353657829,PowerLine Group,117218,Москва и Московская область,Москва,"Нахимовский просп., 32","+7 (495) 660-86-57, +7 (495) 660-84-24",,,"info@powerline.ru,  service@powerline.ru,  powerline@powerline.ru","https://powerline.ru/, https://powerline.ru/catalog/iphone, https://powerline.ru/repair",Компьютеры,"Компьютерный магазин, Компьютерный ремонт и услуги, Ремонт телефонов",пн-пт 10:00–19:00,https://vk.com/apple_plg,,,https://www.facebook.com/powerline.ru,,,,,37.571012 55.675851,37.617698 55.755864
1250487869,IFix-it.ru,109240,Москва и Московская область,Москва,"Верхняя Радищевская ул., 7, стр. 1, Москва, Россия",+7 (495) 789-74-29,+7 (903) 589-74-29,,"iphoneremont@mail.ru,  admin@ifix-it.ru",http://ifix-it.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов, Товары для мобильных телефонов","пн-пт 10:00–21:00; сб,вс 11:00–20:00",https://vk.com/remont_iphone_v_moskve,,https://twitter.com/Apple02298482,https://www.facebook.com/iphoneremont,,https://www.instagram.com/ifix_it.ru,,,37.649399 55.744492,37.617698 55.755864
62141203495,Apple-teh,125315,Москва и Московская область,Москва,"Ленинградский просп., 80, корп. 17, Москва, Россия",,,,apple-teh5@ya.ru,,Компьютеры,"Комиссионный магазин, Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 10:00–20:00",http://vk.com/club133893659,,,,,,,,37.511483 55.807567,37.617698 55.755864
55967470425,Imaster,198324,Санкт-Петербург и Ленинградская область,Красное Село,"Красногородская ул., 17, Красное Село, Россия",,,,,,Мобильная связь,Ремонт телефонов,,,,,,,,,,30.075838 59.717963,30.086205 59.733745
87989717564,Ik Ik,198332,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"ул. Маршала Казакова, 35Д",,,,info@dra.ru,,Мобильная связь,"Аккумуляторы и зарядные устройства, Ремонт телефонов","ежедневно, 09:00–20:00",,,,,,http://www.instagram.com/ikik694,,,30.209254 59.862841,30.315644 59.938955
99610235859,Яблоко,109263,Москва и Московская область,Москва,"ул. Чистова, 9/19",+7 (499) 404-19-38,,,,https://jabloko-ulitsa-chistova.clients.site/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 09:00–22:00",,,,,,,,,37.739986 55.696889,37.617698 55.755864
169387224935,ИП Балабко,,Москва и Московская область,Луховицы,"ул. Пушкина, 153, Луховицы, Россия",,"+7 (963) 629-99-92, +7 (916) 397-77-79",,,,Мобильная связь,Ремонт телефонов,пн-пт 10:00–17:00,,,,,,,,,39.017876 54.949695,39.025403 54.965217
181014479551,Ремонт телефонов и часов,127081,Москва и Московская область,Москва,"пр. Дежнёва, 23, Москва, Россия",,+7 (909) 904-02-03,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов, Ремонт часов","пн-пт 10:00–21:00; сб,вс 11:00–20:00",,,,,,,,,37.636802 55.869862,37.617698 55.755864
63452802570,Фото,197371,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"просп. Королёва, 46Б",,,,,,Бытовые услуги,"Копировальный центр, Металлоремонт, Ремонт телефонов, Фотоуслуги, Широкоформатная печать","ежедневно, 10:00–21:00",,,,,,,,,30.251947 60.022327,30.315644 59.938955
132722528912,Ремонт телефонов,109377,Москва и Московская область,Москва,"Зеленодольская ул., 9, корп. 2, Москва, Россия",+7 (495) 085-74-78,,,,http://smartdisplays.ru/,Мобильная связь,Ремонт телефонов,"ежедневно, 09:00–20:00",,,,,,,,,37.781767 55.71308,37.617698 55.755864
93307818236,CentreGSM,,Москва и Московская область,Москва,"Звенигородское ш., 4, Москва, Россия",,+7 (903) 790-77-76,,,http://centregsm.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов, Товары для мобильных телефонов","ежедневно, 10:00–21:00",,,,,,http://instagram.com/remont_mobile_presny,,,37.557654 55.764091,37.617698 55.755864
52555497924,Enter,140101,Москва и Московская область,Раменское,"Рабочая ул., 9, Раменское, Россия",,,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов",пн-пт 09:00–18:00,,,,,,,,,38.238614 55.567036,38.225004 55.567586
243604878563,Newremont24,111401,Москва и Московская область,Москва,"3-я Владимирская ул., 11, Москва, Россия",+7 (495) 104-96-44,,,,http://newremont24.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 09:00–20:00",,,,,,,,,37.787659 55.7598,37.617698 55.755864
39056357740,Mobilka.store,111538,Москва и Московская область,Москва,"Вешняковская ул., 39А, Москва, Россия",,+7 (999) 554-66-46,,,,Мобильная связь,"Ремонт телефонов, Товары для мобильных телефонов","ежедневно, 12:00–22:00",,,,,,,,,37.823968 55.719012,37.617698 55.755864
116592022198,Сервисный центр I-master,197110,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"Большая Разночинная ул., 16, Санкт-Петербург, Россия",8 (800) 550-51-00,"+7 (931) 521-68-85, +7 (921) 995-57-22",,,http://i-master.spb.ru/?utm_campaign=priority&utm_medium=maps&utm_source=yandex,Компьютеры,"Аккумуляторы и зарядные устройства, Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 10:00–21:00",,,,,,,,,30.290176 59.95926,30.315644 59.938955
1008336976,OhMyGadget,,Москва и Московская область,Москва,"Лесная ул., 1/2, Москва, Россия","+7 (495) 374-54-81, +7 (495) 540-50-67",,,"manager@mac-profi.ru,  info@ohmygadget.su,  email@mail.ru,  info@noteexpert.ru,  info@centre-mobile.ru","https://ohmygadget.su/, http://noteexpert.ru/, https://centre-mobile.ru/, https://mac-profi.ru/",Компьютеры,"IT-компания, Компьютерный ремонт и услуги, Ремонт телефонов",пн-пт 10:00–20:00,https://vk.com/ohmygadgets,,https://twitter.com/ohmygadget,https://www.facebook.com/ohmygadget.su,,https://www.instagram.com/ohmygadget.su,,,37.585179 55.777045,37.617698 55.755864
1730514033,Ремонтная мастерская,140002,Москва и Московская область,Люберцы,"Октябрьский просп., 8, корп. 1, Люберцы, Россия",,,,,,Бытовые услуги,"Ателье по пошиву одежды, Металлоремонт, Ремонт обуви, Ремонт телефонов",пн-пт 10:00–20:00; сб 10:00–19:00; вс 11:00–17:00,,,,,,,,,37.864243 55.692889,37.893328 55.676748
113313850210,Ремонт сотовых телефонов,143103,Москва и Московская область,Руза,"ул. Солнцева, 24, Руза, Россия",,+7 (903) 785-89-58,,,,Мобильная связь,Ремонт телефонов,пн-пт 10:00–18:00; сб 11:00–15:00,,,,,,,,,36.19332 55.704291,36.192242 55.703657
27896468586,Компьютеры-Ноутбуки-бу.рф,105275,Москва и Московская область,Москва,"просп. Будённого, 53, стр. 2",,"+7 (926) 848-37-95, +7 (958) 183-91-21",,kompby.rf@yandex.ru,"https://компьютеры-ноутбуки-бу.рф/, https://store22449162.ecwid.com/",Компьютеры,"Компьютерный магазин, Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 10:00–20:00",,,,,,,,,37.741423 55.758367,37.617698 55.755864
146201616839,Мастерская Сервис - Мурино,188662,Санкт-Петербург и Ленинградская область,Мурино,"ул. Шувалова, 10/18, Мурино, Россия",,+7 (921) 649-45-42,,,https://taplink.cc/remontida,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов, Товары для мобильных телефонов","ежедневно, 11:00–21:00",,,,,,https://www.instagram.com/remontida,,,30.427571 60.054677,30.438578 60.051284
238175154989,Просто Честный Сервис,127349,Москва и Московская область,Москва,"Алтуфьевское ш., 72, Москва, Россия",+7 (495) 260-18-81,,,info@narkolog-03.ru,https://честный-ремонт.рф/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт аудиотехники и видеотехники, Ремонт телефонов","ежедневно, 10:00–21:00",,,,,,,,,37.588009 55.890449,37.617698 55.755864
19561350599,Ремонт сотовых,188410,Санкт-Петербург и Ленинградская область,Волосово,"просп. Вингиссара, 33, Волосово, Россия",,,,,,Мобильная связь,Ремонт телефонов,,,,,,,,,,29.481987 59.444534,29.484819 59.447275
1131314319,Сервисный центр,140002,Москва и Московская область,Люберцы,"Октябрьский просп., 27, Люберцы, Россия",,"+7 (965) 429-99-06, +7 (901) 534-06-04",,info@service-centre.su,https://service-centre.su/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт бытовой техники, Ремонт телефонов",пн-пт 10:00–20:00; сб 10:00–18:00,,,https://twitter.com/_ServiceCentre_,,,,,,37.865838 55.693844,37.893328 55.676748
155403259777,Магазин электроники,191036,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"Невский просп., 105",+7 (812) 458-87-88,,,,http://www.vertu.com/,Мобильная связь,"Магазин электроники, Ремонт телефонов, Салон связи, Товары для мобильных телефонов",пн-пт 12:00–20:00; сб 12:00–17:00,,,https://twitter.com/@vertu,https://www.facebook.com/vertu,https://www.youtube.com/user/VertuOfficial,https://www.instagram.com/officialvertu,,,30.368536 59.929429,30.315644 59.938955
59958925891,Магазин аксессуаров iLed,197349,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"ул. Уточкина, 3, корп. 1, Санкт-Петербург, Россия",,+7 (965) 778-13-02,,,,"Запчасти, аксессуары","Автоаксессуары, Ремонт телефонов","ежедневно, 10:00–22:00",,,,,,,,,30.263021 60.010246,30.315644 59.938955
211643727408,Сервисный центр Huawei,115191,Москва и Московская область,Москва,"Большая Тульская ул., 13, Москва, Россия",+7 (499) 963-82-28,,,info@huawei-msc.ru,https://huawei-msc.ru/,Мобильная связь,Ремонт телефонов,"пн-пт 10:00–21:00; сб,вс 10:00–20:00",,,,,,,,,37.622438 55.708977,37.617698 55.755864
36224832563,ModiDoc,,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"Сенная площадь, 4, Санкт-Петербург, Россия",+7 (812) 986-77-87,+7 (962) 686-77-87,,,https://t.me/Mobi_Doc,Компьютеры,"Компьютерный ремонт и услуги, Ремонт аудиотехники и видеотехники, Ремонт телефонов","ежедневно, 10:00–20:00",https://vk.com/mobidoc_spb,,,,,https://www.instagram.com/mobidoc_spb,,,30.318749 59.926298,30.315644 59.938955
